snr,rel_error,rel_diff_chirp_mass
28.808313,-0.0015520323656939105,0.0015520323656939105
28.740425,0.017101340958233218,0.017101340958233218
29.995913,0.012317262722892523,0.012317262722892523
22.0828,-0.09577647823261859,0.09577647823261859
24.22806,0.017828821095539134,0.017828821095539134
20.054642,0.0030239932655921997,0.0030239932655921997
24.045095,0.01680142962794075,0.01680142962794075
26.962736,0.012846206938779057,0.012846206938779057
21.929918,-0.0005322798960352367,0.0005322798960352367
27.053751,0.010845437877284534,0.010845437877284534
28.524021,-0.0005733532542277659,0.0005733532542277659
27.500841,0.013723161797137421,0.013723161797137421
25.497902,0.00019393427324001725,0.00019393427324001725
28.112974,0.011192813568513179,0.011192813568513179
29.409754,0.01100120752763395,0.01100120752763395
20.829294,-0.13857461701511634,0.13857461701511634
27.327215,0.0008007321613454209,0.0008007321613454209
21.51737,-0.010142898263233883,0.010142898263233883
20.685196,-0.014236927697145784,0.014236927697145784
21.649714,-0.07835306613656079,0.07835306613656079
25.83836,0.014349188704525203,0.014349188704525203
25.512823,0.00841719464847698,0.00841719464847698
28.799685,0.023963640098263978,0.023963640098263978
24.735376,-0.00035513861236537153,0.00035513861236537153
24.570358,0.020265157758193354,0.020265157758193354
24.830013,0.016247517611476633,0.016247517611476633
23.948784,0.011668023208517793,0.011668023208517793
27.01281,0.00914265740502575,0.00914265740502575
28.627605,0.013945312098090738,0.013945312098090738
27.882017,-0.005993516282378425,0.005993516282378425
27.591131,0.0072589433994392286,0.0072589433994392286
21.51005,-0.0007835743558951148,0.0007835743558951148
